49.62262,Camera Rig FS 1
68.99058,Camera Rig MS 1
76.94253,Camera Rig IS 1
82.39567,Camera Rig CU 1
99.40037,Camera Rig LS 1
115.7137,Camera Rig CU 1b
128.5972,Camera Rig FS 2
142.1348,Camera Rig MS 2
152.2634,Camera Rig MLS 1
153.7531,Camera Rig POV 1
155.1286,Camera Rig CU 2
173.7996,Camera Rig POV 1b
178.7301,Camera Rig POV 2
190.0135,Camera Rig FS 1b
218.768,Camera Rig MS 3
239.1687,Camera Rig MS 4
248.3092,Camera Rig FS 3
264.3906,Camera Rig MLS 2
277.7433,Camera Rig IS 1b
285.2297,Camera Rig MS 4b
310.6618,Camera Rig FS 2b
326.0991,Camera Rig MLS 2b
330.785,Camera Rig IS 2
337.3829,Camera Rig MS 5
338.5157,Camera Rig POV4
340.1373,Camera Rig CU 3
349.2215,Camera Rig FS 5
354.752,Camera Rig MS 4c
360.3496,Camera Rig CU 4
367.3798,Camera Rig POV 5
371.011,Camera Rig CU 4b
379.4631,Camera Rig FS 2c
384.938,Camera Rig MS 4d
402.7747,Camera Rig CU 3b
413.0698,Camera Rig CU Move 1
422.5211,Camera Rig CU 5
429.7396,Camera Rig FS 6
434.2264,Camera Rig CU 5b
453.2179,Camera Rig FS 6b
459.8043,Camera Rig CU 5c
470.2786,Camera Rig POV 6
485.0591,Camera Rig FS 6c
489.2227,Camera Rig IS 3
491.478,Camera Rig FS 1c
496.5767,Camera Rig ECU 1
499.225,Camera Rig IS 3b
501.2182,Camera Rig ECU 1b
503.0947,Camera Rig ECU 2
506.2707,Camera Rig FS 7
515.6468,Camera Rig MLS 3
517.7664,Camera Rig POV 7
522.9639,Camera Rig CU Move 2
526.0736,Camera Rig FS 8
532.4707,Camera Rig MLS 4
545.1431,Camera Rig LS 2
552.505,Camera Rig WS 2
