57.38665,Camera Rig FS 1
71.13572,Camera Rig MS 1
76.98856,Camera Rig IS 1
82.39717,Camera Rig CU 1
100.3018,Camera Rig LS 1
115.7153,Camera Rig CU 1b
129.9649,Camera Rig FS 2
142.1254,Camera Rig MS 2
152.266,Camera Rig MLS 1
153.5552,Camera Rig POV 1
155.1304,Camera Rig CU 2
171.8356,Camera Rig POV 1b
178.7204,Camera Rig POV 2
190.0148,Camera Rig FS 1b
221.5567,Camera Rig MS 3
238.0591,Camera Rig MS 4
248.854,Camera Rig FS 3
266.1461,Camera Rig MLS 2
278.0841,Camera Rig IS 1b
285.2264,Camera Rig MS 4b
310.8699,Camera Rig FS 2b
326.0951,Camera Rig MLS 2b
331.2037,Camera Rig IS 2
336.5571,Camera Rig MS 5
338.9225,Camera Rig POV4
340.5864,Camera Rig CU 3
350.4711,Camera Rig FS 5
357.0341,Camera Rig MS 4c
360.4216,Camera Rig CU 4
367.3739,Camera Rig POV 5
371.0167,Camera Rig CU 4b
379.4573,Camera Rig FS 2c
385.6158,Camera Rig MS 4d
404.0907,Camera Rig CU 3b
414.7183,Camera Rig CU Move 1
422.8926,Camera Rig CU 5
431.9217,Camera Rig FS 6
435.2087,Camera Rig CU 5b
453.2117,Camera Rig FS 6b
460.5857,Camera Rig CU 5c
470.2721,Camera Rig POV 6
485.4966,Camera Rig FS 6c
489.2157,Camera Rig IS 3
491.4711,Camera Rig FS 1c
496.7255,Camera Rig ECU 1
499.222,Camera Rig IS 3b
501.211,Camera Rig ECU 1b
503.0992,Camera Rig ECU 2
506.6083,Camera Rig FS 7
515.6838,Camera Rig MLS 3
517.8477,Camera Rig POV 7
522.9569,Camera Rig CU Move 2
527.3328,Camera Rig FS 8
532.475,Camera Rig MLS 4
545.1368,Camera Rig LS 2
552.6987,Camera Rig WS 2
