0.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3733333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4247538,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4529479,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4676225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4816076,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.495996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5093912,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5230458,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5368945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5509947,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5654415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5806621,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5944264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6094147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6240068,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6377769,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6518275,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6649883,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6803371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7017291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7267935,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7484984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7729815,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8090906,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8379654,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8649738,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8922299,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9190851,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9460362,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9760603,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.006647,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.034057,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.068375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.10546,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.133081,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
