0.02,(0.03, -0.01, -0.03),(0.00, -0.15, 0.99),Nullreference,0
0.02,(0.03, -0.01, -0.03),(-0.10, -0.10, 0.99),Nullreference,0
0.02,(0.03, -0.01, -0.03),(0.20, -0.01, 0.98),Nullreference,0.03784683
0.02,(0.03, -0.01, -0.03),(0.20, 0.03, 0.98),Nullreference,0.04513871
0.02,(0.03, -0.01, -0.03),(0.20, -0.01, 0.98),Nullreference,0.04565472
0.02,(0.03, -0.01, -0.03),(0.20, -0.09, 0.98),Nullreference,0.04308174
0.02,(0.03, -0.01, -0.03),(0.22, -0.08, 0.97),Nullreference,0.04389866
0.02,(0.03, -0.01, -0.03),(0.20, 0.03, 0.98),Nullreference,0.04195312
0.02,(0.03, -0.01, -0.03),(0.20, 0.03, 0.98),Nullreference,0.03888636
0.02,(0.03, -0.01, -0.03),(0.18, 0.04, 0.98),Nullreference,0.03082674
0.02,(0.03, -0.01, -0.03),(0.18, 0.04, 0.98),Nullreference,0.02952614
0.02,(0.03, -0.01, -0.03),(0.18, 0.04, 0.98),Nullreference,0.02461829
0.02,(0.03, -0.01, -0.03),(0.19, 0.03, 0.98),Nullreference,0.01861104
0.02,(0.03, -0.01, -0.03),(0.19, 0.02, 0.98),Nullreference,0.01372972
0.02,(0.03, -0.01, -0.03),(0.18, -0.08, 0.98),Nullreference,0.01502065
0.02,(0.03, -0.01, -0.03),(0.18, -0.08, 0.98),Nullreference,0.01418738
0.02,(0.03, -0.01, -0.03),(0.18, 0.02, 0.98),Nullreference,0.0169152
0.02,(0.03, -0.01, -0.03),(0.18, -0.11, 0.98),Nullreference,0.01665188
0.02,(0.03, -0.01, -0.03),(0.18, -0.11, 0.98),Nullreference,0.01953018
0.02,(0.03, -0.01, -0.03),(0.15, -0.12, 0.98),Nullreference,0.02342496
0.02,(0.03, -0.01, -0.03),(0.15, -0.11, 0.98),Nullreference,0.03335556
0.02,(0.03, -0.01, -0.03),(0.15, -0.11, 0.98),Nullreference,0.03454405
0.02,(0.03, -0.01, -0.03),(0.15, -0.10, 0.98),Nullreference,0.0385898
0.02,(0.03, -0.01, -0.03),(0.02, 0.16, 0.99),Nullreference,0.03639381
0.02,(0.03, -0.01, -0.03),(0.11, 0.05, 0.99),Nullreference,0.03153719
0.02,(0.03, -0.01, -0.03),(0.11, 0.05, 0.99),Nullreference,0.02466889
0.02,(0.03, -0.01, -0.03),(0.18, 0.06, 0.98),Nullreference,0.01532917
0.02,(0.03, -0.01, -0.03),(0.15, -0.06, 0.99),Nullreference,0.01360487
0.02,(0.03, -0.01, -0.03),(0.15, -0.06, 0.99),Nullreference,0.00789379
0.02,(0.03, -0.01, -0.03),(0.10, 0.05, 0.99),Nullreference,0.01223292
0.02,(0.03, -0.01, -0.03),(0.10, 0.04, 0.99),Nullreference,0.0172801
0.02,(0.03, -0.01, -0.03),(0.10, 0.04, 0.99),Nullreference,0.02299207
0.02,(0.03, -0.01, -0.03),(0.11, 0.04, 0.99),Nullreference,0.0120829
0.02,(0.03, -0.01, -0.03),(0.21, 0.07, 0.98),Nullreference,0.01064956
0.02,(0.03, -0.01, -0.03),(0.21, 0.07, 0.98),Nullreference,0.006675238
0.02,(0.03, -0.01, -0.03),(0.20, -0.02, 0.98),Nullreference,0.008225233
0.02,(0.03, -0.01, -0.03),(0.20, -0.04, 0.98),Nullreference,0.01115144
0.02,(0.03, -0.01, -0.03),(0.20, -0.04, 0.98),Nullreference,0.0166318
0.02,(0.03, -0.01, -0.03),(0.20, -0.02, 0.98),Nullreference,0.02488258
0.02,(0.03, -0.01, -0.03),(0.12, 0.05, 0.99),Nullreference,0.02640241
0.02,(0.03, -0.01, -0.03),(0.20, -0.02, 0.98),Nullreference,0.02989985
0.02,(0.03, -0.01, -0.03),(0.20, -0.02, 0.98),Nullreference,0.033851
0.02,(0.03, -0.01, -0.03),(0.22, -0.03, 0.97),Nullreference,0.03092349
0.02,(0.03, -0.01, -0.03),(0.20, -0.02, 0.98),Nullreference,0.02521525
0.02,(0.03, -0.01, -0.03),(0.20, -0.02, 0.98),Nullreference,0.03033553
0.02,(0.03, -0.01, -0.03),(0.20, -0.04, 0.98),Nullreference,0.02839804
0.02,(0.03, -0.01, -0.03),(0.21, 0.04, 0.98),Nullreference,0.03152082
0.02,(0.03, -0.01, -0.03),(0.21, 0.04, 0.98),Nullreference,0.02798938
0.02,(0.03, -0.01, -0.03),(0.29, 0.02, 0.96),Nullreference,0.02516407
0.02,(0.03, -0.01, -0.03),(0.15, 0.06, 0.99),Nullreference,0.02477894
0.02,(0.03, -0.01, -0.03),(0.03, 0.03, 1.00),Nullreference,0.02239555
0.02,(0.03, -0.01, -0.03),(0.03, 0.03, 1.00),Nullreference,0.02278166
0.02,(0.03, -0.01, -0.03),(0.09, 0.03, 1.00),Nullreference,0.01933289
0.02,(0.03, -0.01, -0.03),(0.16, 0.00, 0.99),Nullreference,0.01868001
0.02,(0.03, -0.01, -0.03),(0.16, 0.00, 0.99),Nullreference,0.01735331
0.02,(0.03, -0.01, -0.03),(0.21, -0.01, 0.98),Nullreference,0.01250053
0.02,(0.03, -0.01, -0.03),(0.18, -0.02, 0.98),Nullreference,0.006906356
0.02,(0.03, -0.01, -0.03),(0.15, -0.02, 0.99),Nullreference,0.008064477
0.02,(0.03, -0.01, -0.03),(0.15, -0.02, 0.99),Nullreference,0.009854564
0.02,(0.03, -0.01, -0.03),(0.20, -0.02, 0.98),Nullreference,0.01206651
0.02,(0.03, -0.01, -0.03),(0.15, -0.02, 0.99),Nullreference,0.01141269
0.02,(0.03, -0.01, -0.03),(0.16, -0.23, 0.96),Nullreference,0.01415823
0.02,(0.03, -0.01, -0.03),(0.03, 0.02, 1.00),Nullreference,0.01451629
0.02,(0.03, -0.01, -0.03),(0.03, 0.02, 1.00),Nullreference,0.01122425
0.02,(0.03, -0.01, -0.03),(0.04, 0.03, 1.00),Nullreference,0.01290261
0.02,(0.03, -0.01, -0.03),(0.08, 0.03, 1.00),Nullreference,0.007796192
0.02,(0.03, -0.01, -0.03),(0.08, 0.03, 1.00),Nullreference,0.008702553
0.02,(0.03, -0.01, -0.03),(0.11, -0.01, 0.99),Nullreference,0.008416757
0.02,(0.03, -0.01, -0.03),(0.13, 0.00, 0.99),Nullreference,0.009683802
0.02,(0.03, -0.01, -0.03),(0.17, 0.00, 0.99),Nullreference,0.006562904
0.02,(0.03, -0.01, -0.03),(0.17, 0.00, 0.99),Nullreference,0.006659961
0.02,(0.03, -0.01, -0.03),(0.17, 0.00, 0.99),Nullreference,0.006347585
0.02,(0.03, -0.01, -0.03),(0.15, 0.02, 0.99),Nullreference,0.005751855
0.02,(0.03, -0.01, -0.03),(0.20, -0.03, 0.98),Nullreference,0.00401605
0.02,(0.03, -0.01, -0.03),(0.20, -0.03, 0.98),Nullreference,0.01089354
0.02,(0.03, -0.01, -0.03),(0.20, -0.03, 0.98),Nullreference,0.004867981
0.02,(0.03, -0.01, -0.03),(0.20, 0.01, 0.98),Nullreference,0.006977209
0.02,(0.03, -0.01, -0.03),(0.20, 0.01, 0.98),Nullreference,0.004522737
0.02,(0.03, -0.01, -0.03),(0.14, 0.02, 0.99),Nullreference,0.004368381
0.02,(0.03, -0.01, -0.03),(0.25, 0.03, 0.97),Nullreference,0.006870919
0.02,(0.03, -0.01, -0.03),(0.09, 0.05, 0.99),Nullreference,0.005261461
0.02,(0.03, -0.01, -0.03),(0.09, 0.05, 0.99),Nullreference,0.003145491
0.02,(0.03, -0.01, -0.03),(0.20, 0.02, 0.98),Nullreference,0.002499152
0.02,(0.03, -0.01, -0.03),(0.21, 0.00, 0.98),Nullreference,0.006195063
0.02,(0.03, -0.01, -0.03),(0.21, 0.00, 0.98),Nullreference,0.0117608
0.02,(0.03, -0.01, -0.03),(0.21, 0.00, 0.98),Nullreference,0.007137413
0.02,(0.03, -0.01, -0.03),(0.19, 0.00, 0.98),Nullreference,0.004691972
0.02,(0.03, -0.01, -0.03),(0.19, -0.02, 0.98),Nullreference,0.006530594
0.02,(0.03, -0.01, -0.03),(0.19, -0.02, 0.98),Nullreference,0.005069681
0.02,(0.03, -0.01, -0.03),(0.19, -0.02, 0.98),Nullreference,0.007082287
0.02,(0.03, -0.01, -0.03),(0.19, -0.03, 0.98),Nullreference,0.01009554
