0.02,Nullreference,0
0.04,Nullreference,0
0.3733333,Nullreference,0
0.4340433,Nullreference,0.001725898
0.4530959,Nullreference,0.003890859
0.4643101,Nullreference,0.003977815
0.4777044,Nullreference,0.003697614
0.4905364,Nullreference,0.001658631
0.5001268,Nullreference,0.002867798
0.5098884,Nullreference,0.003586296
0.5211104,Nullreference,0.002501338
0.5307421,Nullreference,0.003586697
0.5422593,Nullreference,0.003310161
0.5537472,Nullreference,0.004876317
0.5643682,Nullreference,0.003020076
0.5751666,Nullreference,0.003166712
0.5868192,Nullreference,0.005326657
0.5973534,Nullreference,0.002921493
0.6087089,Nullreference,0.003981695
0.6201864,Nullreference,0.002551934
0.6307911,Nullreference,0.003191666
0.6420754,Nullreference,0.002068048
0.6535435,Nullreference,0.002789893
0.6644145,Nullreference,0.003031962
0.6762355,Nullreference,0.004472724
0.6869809,Nullreference,0.004197352
0.6977349,Nullreference,0.001693868
0.7119635,Nullreference,0.0033765
0.7218702,Nullreference,0.002169215
0.7311958,Nullreference,0.001969223
0.7417382,Nullreference,0.00391869
0.7528893,Nullreference,0.002248228
0.7641893,Nullreference,0.004150416
0.7753716,Nullreference,0.00417092
0.7872382,Nullreference,0.0032366
0.7976186,Nullreference,0.002277823
0.8083746,Nullreference,0.003564086
0.8195392,Nullreference,0.003886893
0.8307754,Nullreference,0.002424546
0.8415745,Nullreference,0.003721368
0.852695,Nullreference,0.003583669
0.8640028,Nullreference,0.003318803
0.8748552,Nullreference,0.003933308
0.8859502,Nullreference,0.003305637
0.8973126,Nullreference,0.00711494
0.9082695,Nullreference,0.001450125
0.919374,Nullreference,0.001259716
0.9308205,Nullreference,0.001409716
0.9416698,Nullreference,0.002350084
0.9526405,Nullreference,0.002972942
0.9638258,Nullreference,0.0007915588
0.9753476,Nullreference,0.00279229
0.9865022,Nullreference,0.004035151
0.997581,Nullreference,0.001020728
1.008382,Nullreference,0.003301916
1.019386,Nullreference,0.001817929
1.030705,Nullreference,0.002857872
1.041624,Nullreference,0.003218096
1.052663,Nullreference,0.003109435
1.063899,Nullreference,0.003120985
1.075697,Nullreference,0.00192249
1.087889,Nullreference,0.002351443
1.099992,Nullreference,0.004584077
1.112187,Nullreference,0.003340023
1.12328,Nullreference,0.002281775
1.13505,Nullreference,0.00116463
1.146262,Nullreference,0.002989096
1.157375,Nullreference,0.003158967
1.169135,Nullreference,0.005956818
1.179976,Nullreference,0.00327801
1.190961,Nullreference,0.003198033
1.201994,Nullreference,0.00236839
1.214189,Nullreference,0.001750573
1.224097,Nullreference,0.002038372
1.235376,Nullreference,0.004115641
1.246903,Nullreference,0.001500488
1.257359,Nullreference,0.002098509
1.268794,Nullreference,0.001885473
1.279766,Nullreference,0.005938415
1.290813,Nullreference,0.002297267
1.301945,Nullreference,0.00285581
1.313053,Nullreference,0.004081307
1.324303,Nullreference,0.004272164
1.335209,Nullreference,0.00331581
1.346523,Nullreference,0.002278605
1.357493,Nullreference,0.006074755
1.368597,Nullreference,0.00237217
1.38921,Nullreference,0.003364274
1.399992,Nullreference,0.004969422
1.409649,Nullreference,0.003658818
1.419013,Nullreference,0.002972615
1.430223,Nullreference,0.003172557
1.441191,Nullreference,0.00277107
1.452645,Nullreference,0.00155911
1.46354,Nullreference,0.001872919
1.485476,Nullreference,0.001969512
1.503472,Nullreference,0.004654008
1.516061,Nullreference,0.003920813
1.525452,Nullreference,0.002396647
1.53396,Nullreference,0.005504153
1.542194,Nullreference,0.003849369
1.552508,Nullreference,0.003981478
1.563403,Nullreference,0.003405529
1.574473,Nullreference,0.0008478408
1.585812,Nullreference,0.004664393
1.596736,Nullreference,0.002799282
1.607898,Nullreference,0.003329806
1.627142,Nullreference,0.001273927
1.636195,Nullreference,0.002455256
1.644957,Nullreference,0.001717781
1.653444,Nullreference,0.003485224
1.663405,Nullreference,0.004234022
1.674542,Nullreference,0.003653177
1.685781,Nullreference,0.001025524
1.696692,Nullreference,0.003159452
1.70788,Nullreference,0.001638925
1.719074,Nullreference,0.003279917
1.73019,Nullreference,0.002053028
1.741168,Nullreference,0.003466684
1.7526,Nullreference,0.002347027
1.763433,Nullreference,0.002309089
1.774478,Nullreference,0.00516656
1.785652,Nullreference,0.001050069
1.796723,Nullreference,0.002008858
1.807773,Nullreference,0.00210365
1.818866,Nullreference,0.0009122177
1.829977,Nullreference,0.00353349
1.841032,Nullreference,0.002728257
1.852257,Nullreference,0.002871916
1.863555,Nullreference,0.001141929
1.874478,Nullreference,0.0009345616
1.885561,Nullreference,0.002478889
1.896957,Nullreference,0.002560063
1.90769,Nullreference,0.002620076
1.918905,Nullreference,0.003565287
1.930155,Nullreference,0.002695596
1.941118,Nullreference,0.004206825
1.952114,Nullreference,0.003438523
1.963499,Nullreference,0.003125374
1.974462,Nullreference,0.003260776
1.985433,Nullreference,0.004433634
1.996732,Nullreference,0.004876547
2.007875,Nullreference,0.001426598
2.019342,Nullreference,0.001880775
2.031001,Nullreference,0.003451369
2.046299,Nullreference,0.002880276
