Nullreference,0.04
Nullreference,0.3733333
Nullreference,0.4350649
Nullreference,0.4597322
Nullreference,0.4760809
Nullreference,0.4904904
Nullreference,0.5054835
Nullreference,0.5196054
Nullreference,0.5342522
Nullreference,0.5490853
Nullreference,0.5639053
Nullreference,0.5787837
Nullreference,0.5937482
Nullreference,0.6088823
Nullreference,0.6242272
Nullreference,0.6388543
Nullreference,0.6537401
Nullreference,0.6698431
Nullreference,0.6850079
Nullreference,0.7010306
Nullreference,0.7168984
Nullreference,0.7316267
Nullreference,0.7464361
Nullreference,0.7612737
Nullreference,0.7761629
Nullreference,0.7915893
Nullreference,0.806195
Nullreference,0.8199363
Nullreference,0.8356072
Nullreference,0.8504146
Nullreference,0.8656105
Nullreference,0.8805934
Nullreference,0.8956628
Nullreference,0.9101744
Nullreference,0.9245765
Nullreference,0.9397226
Nullreference,0.9582854
Nullreference,0.9727605
Nullreference,0.9874083
Nullreference,1.003518
Nullreference,1.018506
Nullreference,1.033198
Nullreference,1.048717
Nullreference,1.063915
Nullreference,1.081565
Nullreference,1.096983
Nullreference,1.125517
Nullreference,1.146848
Nullreference,1.163416
Nullreference,1.175056
Nullreference,1.18545
Nullreference,1.195943
Nullreference,1.206048
Nullreference,1.215999
Nullreference,1.225513
Nullreference,1.241387
Nullreference,1.252313
Nullreference,1.262897
Nullreference,1.272709
Nullreference,1.283053
Nullreference,1.292635
Nullreference,1.302082
Nullreference,1.313233
Nullreference,1.323889
Nullreference,1.335687
Nullreference,1.346158
Nullreference,1.35721
Nullreference,1.368245
Nullreference,1.379437
Nullreference,1.390547
Nullreference,1.401526
Nullreference,1.412688
Nullreference,1.424056
Nullreference,1.434927
Nullreference,1.445867
Nullreference,1.457646
Nullreference,1.468073
Nullreference,1.479133
Nullreference,1.490435
Nullreference,1.50162
Nullreference,1.512713
Nullreference,1.523976
Nullreference,1.535499
Nullreference,1.54592
Nullreference,1.557146
Nullreference,1.56884
Nullreference,1.579443
Nullreference,1.590626
Nullreference,1.601493
Nullreference,1.612782
Nullreference,1.624344
Nullreference,1.636151
Nullreference,1.648132
Nullreference,1.664913
Nullreference,1.674871
Nullreference,1.685017
Nullreference,1.695775
Nullreference,1.705798
Nullreference,1.716154
Nullreference,1.727178
Nullreference,1.737968
Nullreference,1.748713
Nullreference,1.759924
Nullreference,1.771803
Nullreference,1.782474
Nullreference,1.793157
Nullreference,1.80466
Nullreference,1.815415
Nullreference,1.827238
Nullreference,1.837988
Nullreference,1.848614
Nullreference,1.860143
Nullreference,1.870887
Nullreference,1.882551
Nullreference,1.893198
Nullreference,1.904295
Nullreference,1.915254
Nullreference,1.926495
Nullreference,1.937717
Nullreference,1.948666
Nullreference,1.960432
Nullreference,1.970904
Nullreference,1.982555
Nullreference,1.993567
Nullreference,2.004541
Nullreference,2.015908
Nullreference,2.026932
Nullreference,2.039422
Nullreference,2.049599
Nullreference,2.060415
Nullreference,2.072251
Nullreference,2.083384
Nullreference,2.095031
Nullreference,2.105771
Nullreference,2.117447
Nullreference,2.128371
Nullreference,2.139742
Nullreference,2.151844
Nullreference,2.16309
Nullreference,2.173315
Nullreference,2.184986
Nullreference,2.196273
Nullreference,2.206828
Nullreference,2.218828
Nullreference,2.229007
Nullreference,2.243926
Nullreference,2.254544
Nullreference,2.266288
Nullreference,2.276376
Nullreference,2.286295
Nullreference,2.297183
Nullreference,2.30981
Nullreference,2.320429
Nullreference,2.330237
Nullreference,2.342534
Nullreference,2.352998
Nullreference,2.363001
Nullreference,2.373657
Nullreference,2.384241
Nullreference,2.394733
Nullreference,2.405793
Nullreference,2.416442
Nullreference,2.427502
Nullreference,2.438765
Nullreference,2.450423
Nullreference,2.460785
Nullreference,2.472001
Nullreference,2.483488
Nullreference,2.494633
Nullreference,2.505443
Nullreference,2.516668
Nullreference,2.527717
Nullreference,2.538989
Nullreference,2.550152
Nullreference,2.563179
Nullreference,2.572655
Nullreference,2.583529
Nullreference,2.594312
Nullreference,2.607691
Nullreference,2.617487
Nullreference,2.627701
Nullreference,2.63891
Nullreference,2.649693
Nullreference,2.660976
Nullreference,2.672266
Nullreference,2.6832
Nullreference,2.694485
Nullreference,2.705605
Nullreference,2.716704
Nullreference,2.727746
Nullreference,2.739106
Nullreference,2.75059
Nullreference,2.761463
Nullreference,2.772704
Nullreference,2.784387
Nullreference,2.794944
Nullreference,2.805935
Nullreference,2.817097
Nullreference,2.82828
Nullreference,2.839218
Nullreference,2.850375
Nullreference,2.861757
Nullreference,2.872578
Nullreference,2.883878
Nullreference,2.895245
Nullreference,2.906005
Nullreference,2.917022
Nullreference,2.928459
Nullreference,2.939339
Nullreference,2.95074
Nullreference,2.96201
Nullreference,2.973275
Nullreference,2.984403
Nullreference,2.995438
Nullreference,3.006971
Nullreference,3.018325
Nullreference,3.028687
Nullreference,3.03929
Nullreference,3.050425
Nullreference,3.061417
Nullreference,3.072574
Nullreference,3.083964
Nullreference,3.094905
Nullreference,3.105807
Nullreference,3.117545
Nullreference,3.13032
Nullreference,3.140434
Nullreference,3.150227
Nullreference,3.161912
Nullreference,3.172904
Nullreference,3.184041
Nullreference,3.199125
Nullreference,3.209256
Nullreference,3.219972
Nullreference,3.230952
Nullreference,3.241958
Nullreference,3.252451
Nullreference,3.262931
Nullreference,3.273599
Nullreference,3.284565
Nullreference,3.295631
Nullreference,3.306816
Nullreference,3.317347
Nullreference,3.328666
Nullreference,3.339377
Nullreference,3.350335
Nullreference,3.361782
Nullreference,3.372265
Nullreference,3.383891
Nullreference,3.396242
Nullreference,3.408196
Nullreference,3.418583
Nullreference,3.429381
Nullreference,3.439413
Nullreference,3.450637
Nullreference,3.462965
Nullreference,3.473048
Nullreference,3.484626
Nullreference,3.500103
Nullreference,3.510605
Nullreference,3.521101
Nullreference,3.535483
Nullreference,3.549832
Nullreference,3.560044
Nullreference,3.569956
Nullreference,3.580578
Nullreference,3.590915
Nullreference,3.600689
Nullreference,3.611742
Nullreference,3.622792
Nullreference,3.633988
Nullreference,3.64579
Nullreference,3.656146
Nullreference,3.667237
Nullreference,3.678088
Nullreference,3.689225
Nullreference,3.701174
Nullreference,3.711803
Nullreference,3.722548
Nullreference,3.745041
Nullreference,3.75586
Nullreference,3.76687
Nullreference,3.778123
Nullreference,3.789683
Nullreference,3.800572
Nullreference,3.81165
Nullreference,3.82271
Nullreference,3.833755
Nullreference,3.84504
Nullreference,3.85624
Nullreference,3.86682
Nullreference,3.878135
Nullreference,3.88917
Nullreference,3.9003
Nullreference,3.911647
Nullreference,3.927933
Nullreference,3.937386
Nullreference,3.9475
Nullreference,3.95719
Nullreference,3.967837
Nullreference,3.979213
Nullreference,3.990616
Nullreference,4.002129
Nullreference,4.013394
Nullreference,4.024622
Nullreference,4.035968
Nullreference,4.04744
Nullreference,4.058758
Nullreference,4.070373
Nullreference,4.081697
Nullreference,4.092949
Nullreference,4.104051
Nullreference,4.115661
Nullreference,4.12684
Nullreference,4.137678
Nullreference,4.1488
Nullreference,4.159958
Nullreference,4.170975
Nullreference,4.182232
Nullreference,4.193339
Nullreference,4.208057
Nullreference,4.221767
Nullreference,4.231073
Nullreference,4.239976
Nullreference,4.249106
Nullreference,4.258862
Nullreference,4.269631
Nullreference,4.280807
Nullreference,4.295316
Nullreference,4.308224
Nullreference,4.322545
Nullreference,4.336358
Nullreference,4.350642
Nullreference,4.364879
Nullreference,4.379727
Nullreference,4.392877
Nullreference,4.406879
Nullreference,4.421255
Nullreference,4.436559
Nullreference,4.452663
Nullreference,4.467816
Nullreference,4.48208
Nullreference,4.496151
Nullreference,4.510641
Nullreference,4.52563
Nullreference,4.539236
Nullreference,4.55304
Nullreference,4.568513
Nullreference,4.583388
Nullreference,4.597265
Nullreference,4.612164
Nullreference,4.626695
Nullreference,4.640186
Nullreference,4.654591
Nullreference,4.670134
Nullreference,4.685129
Nullreference,4.699547
Nullreference,4.717532
Nullreference,4.73175
Nullreference,4.745694
Nullreference,4.761599
Nullreference,4.775598
Nullreference,4.789627
Nullreference,4.803318
Nullreference,4.81776
Nullreference,4.831824
Nullreference,4.845953
Nullreference,4.860078
Nullreference,4.873881
Nullreference,4.888338
Nullreference,4.902463
Nullreference,4.916345
Nullreference,4.930106
Nullreference,4.944633
Nullreference,4.959543
Nullreference,4.974304
Nullreference,4.988522
Nullreference,5.002548
Nullreference,5.017005
Nullreference,5.031981
Nullreference,5.046547
Nullreference,5.060643
Nullreference,5.074428
Nullreference,5.088521
Nullreference,5.102076
Nullreference,5.116296
Nullreference,5.130151
Nullreference,5.144523
Nullreference,5.159419
Nullreference,5.173292
Nullreference,5.187379
Nullreference,5.201602
Nullreference,5.216498
Nullreference,5.23171
Nullreference,5.247726
Nullreference,5.26252
Nullreference,5.277637
Nullreference,5.292183
Nullreference,5.306476
Nullreference,5.320362
Nullreference,5.334141
Nullreference,5.348423
Nullreference,5.366426
Nullreference,5.380503
Nullreference,5.394592
Nullreference,5.409196
Nullreference,5.423279
Nullreference,5.437337
Nullreference,5.451265
Nullreference,5.465466
Nullreference,5.47982
Nullreference,5.49463
Nullreference,5.50948
Nullreference,5.523504
Nullreference,5.537348
Nullreference,5.551323
Nullreference,5.565612
Nullreference,5.58048
Nullreference,5.594564
Nullreference,5.609851
Nullreference,5.624659
Nullreference,5.639563
Nullreference,5.653504
Nullreference,5.671299
Nullreference,5.686131
Nullreference,5.700792
Nullreference,5.71602
Nullreference,5.730797
Nullreference,5.745913
Nullreference,5.761429
Nullreference,5.775706
Nullreference,5.790991
Nullreference,5.805607
Nullreference,5.820788
Nullreference,5.835979
Nullreference,5.850989
Nullreference,5.865813
Nullreference,5.88068
Nullreference,5.896007
Nullreference,5.91094
Nullreference,5.925868
Nullreference,5.940932
Nullreference,5.956074
Nullreference,5.971153
Nullreference,5.988657
Nullreference,6.004591
Nullreference,6.020909
Nullreference,6.036941
Nullreference,6.053155
Nullreference,6.068907
Nullreference,6.088947
Nullreference,6.104951
Nullreference,6.120714
Nullreference,6.137427
Nullreference,6.153528
Nullreference,6.171022
Nullreference,6.186642
Nullreference,6.202559
Nullreference,6.218542
Nullreference,6.23536
Nullreference,6.250519
Nullreference,6.265526
Nullreference,6.281775
Nullreference,6.297698
Nullreference,6.313835
Nullreference,6.330007
Nullreference,6.345574
Nullreference,6.361898
Nullreference,6.378889
Nullreference,6.395213
Collider_Roger_State_action,6.411396
Nullreference,6.426519
Nullreference,6.442567
Nullreference,6.458797
Nullreference,6.47479
Nullreference,6.491051
Nullreference,6.506592
Nullreference,6.522393
Nullreference,6.538953
Collider_Roger_State_action,6.556348
Nullreference,6.572989
Nullreference,6.589463
Nullreference,6.605875
Nullreference,6.621507
Nullreference,6.637835
Nullreference,6.653749
Nullreference,6.670696
Nullreference,6.687168
Nullreference,6.702801
Nullreference,6.718822
Nullreference,6.736166
Nullreference,6.752363
Nullreference,6.76783
Nullreference,6.783911
Nullreference,6.799697
Nullreference,6.815858
Nullreference,6.831961
Nullreference,6.852347
Nullreference,6.868018
Nullreference,6.884061
Nullreference,6.899986
Nullreference,6.915751
Nullreference,6.932037
Nullreference,6.948174
Nullreference,6.965612
Nullreference,6.981876
Nullreference,6.998741
Nullreference,7.015162
Nullreference,7.030727
Nullreference,7.047827
Nullreference,7.063917
Collider_Roger_State_action,7.07986
Collider_Roger_State_action,7.095955
Collider_Roger_State_action,7.113
Collider_Roger_State_action,7.130485
Collider_Roger_State_action,7.146752
Collider_Roger_State_action,7.164759
Collider_Roger_State_action,7.182608
Nullreference,7.199758
Nullreference,7.215538
Nullreference,7.231421
Nullreference,7.246589
Nullreference,7.262441
Nullreference,7.277828
Nullreference,7.293671
Nullreference,7.310009
Nullreference,7.325615
Nullreference,7.34133
Nullreference,7.356248
Nullreference,7.371105
Nullreference,7.386015
Nullreference,7.401479
Nullreference,7.417305
Collider_Roger_State_action,7.432317
Collider_Roger_State_action,7.448196
Collider_Roger_State_action,7.463591
Collider_Roger_State_action,7.479609
Nullreference,7.495163
Nullreference,7.512543
Collider_Roger_State_action,7.52903
Nullreference,7.544251
Nullreference,7.559188
Nullreference,7.574397
Nullreference,7.592823
Nullreference,7.6111
Nullreference,7.626252
Nullreference,7.641174
Nullreference,7.656198
Nullreference,7.672212
Nullreference,7.688049
Nullreference,7.703215
Nullreference,7.718026
Nullreference,7.733278
Nullreference,7.748538
Nullreference,7.764009
Nullreference,7.779419
Collider_Roger_State_action,7.796503
Nullreference,7.811062
Nullreference,7.826145
Nullreference,7.840871
Nullreference,7.856207
Nullreference,7.871311
Nullreference,7.886191
Nullreference,7.901694
Nullreference,7.91715
Nullreference,7.932204
Nullreference,7.94751
