50.99306,Camera Rig (1)
55.86956,Camera Rig (2)
59.57781,Camera Rig (3)
63.36785,Camera Rig (4)
67.03882,Camera Rig (3)
69.99511,Camera Rig (5)
72.6496,Camera Rig (3)
76.70458,Camera Rig (6)
80.53483,Camera Rig (3)
86.83281,Camera Rig (7)
88.86461,Camera Rig (3)
91.6636,Camera Rig (8)
95.49486,Camera Rig (3)
97.28302,Camera Rig (8)
98.87107,Camera Rig (3)
100.8276,Camera Rig (2)
104.6238,Camera Rig (3)
112.0313,Camera Rig (5)
114.8302,Camera Rig (3)
118.6181,Camera Rig (2)
121.0393,Camera Rig (3)
124.8269,Camera Rig (2)
127.7466,Camera Rig (3)
129.5348,Camera Rig (8)
136.3652,Camera Rig (3)
138.4973,Camera Rig (8)
142.2815,Camera Rig (3)
145.4953,Camera Rig (8)
149.2478,Camera Rig (3)
151.4583,Camera Rig (9)
155.5339,Camera Rig (3)
162.5773,Camera Rig (7)
167.7059,Camera Rig (10)
170.0167,Camera Rig (7)
173.8475,Camera Rig (10)
177.2911,Camera Rig (7)
181.122,Camera Rig (10)
184.1659,Camera Rig (7)
188.0415,Camera Rig (10)
190.0479,Camera Rig (7)
193.8385,Camera Rig (10)
195.9168,Camera Rig (11)
197.8369,Camera Rig (10)
199.5483,Camera Rig (11)
203.423,Camera Rig (10)
206.9659,Camera Rig (12)
213.0409,Camera Rig (10)
218.7832,Camera Rig (11)
221.9478,Camera Rig (10 bis)
237.6858,Camera Rig (11 bis)
238.618,Camera Rig (10 bis)
240.2736,Camera Rig (11 bis)
242.072,Camera Rig (13)
257.8318,Camera Rig (14)
260.5417,Camera Rig (13)
270.6604,Camera Rig (15)
273.2024,Camera Rig (13)
280.5437,Camera Rig (14)
284.3752,Camera Rig (16)
287.4193,Camera Rig (15)
289.1709,Camera Rig (16)
317.4156,Camera Rig (14)
320.9248,Camera Rig (17)
323.0016,Camera Rig (18)
324.8342,Camera Rig (17)
328.9989,Camera Rig (18)
330.8314,Camera Rig (17)
334.1296,Camera Rig (18)
336.873,Camera Rig (17)
338.6167,Camera Rig (19)
342.57,Camera Rig (20)
345.6355,Camera Rig (21)
349.8559,Camera Rig (20)
351.9349,Camera Rig (21)
353.6541,Camera Rig (20)
357.3527,Camera Rig (21)
358.8517,Camera Rig (20)
358.9976,Camera Rig (2)
359.9735,Camera Rig (22)
361.0169,Camera Rig (23)
366.6371,Camera Rig (24)
369.0471,Camera Rig (23)
371.6574,Camera Rig (25)
374.1225,Camera Rig (23)
376.8883,Camera Rig (25)
384.6376,Camera Rig (26)
392.7693,Camera Rig (24)
395.6791,Camera Rig (27)
404.5198,Camera Rig (28)
409.3729,Camera Rig (29)
410.9125,Camera Rig (28)
413.4715,Camera Rig (30)
416.7814,Camera Rig (31)
419.9697,Camera Rig (32)
421.9903,Camera Rig (33)
432.3075,Camera Rig (34)
435.4173,Camera Rig (33)
451.2224,Camera Rig (34)
456.2505,Camera Rig (33)
459.4748,Camera Rig (34)
464.1158,Camera Rig (33)
471.5578,Camera Rig (35)
476.1992,Camera Rig (36)
480.2094,Camera Rig (35)
484.6509,Camera Rig (37)
487.9385,Camera Rig (38)
491.2373,Camera Rig (39)
492.6696,Camera Rig (38)
494.5035,Camera Rig (40)
496.2529,Camera Rig (41)
498.1345,Camera Rig (40)
500.0328,Camera Rig (41)
501.6555,Camera Rig (40)
502.1526,Camera Rig (41)
502.7887,Camera Rig (42)
503.1313,Camera Rig (43)
504.0196,Camera Rig (44)
506.1893,Camera Rig (45)
507.7076,Camera Rig (46)
508.0851,Camera Rig (47)
510.3061,Camera Rig (48)
516.8036,Camera Rig (49)
518.2249,Camera Rig (50)
521.424,Camera Rig (51)
529.6202,Camera Rig (52)
531.2526,Camera Rig (53)
542.67,Camera Rig (52)
546.1686,Camera Rig (54)
