0.02,Nullreference,0
0.04,Nullreference,0
0.3733333,Nullreference,0.05208991
0.3870304,Nullreference,0.06251138
0.398056,Nullreference,0.0594575
0.4053402,Nullreference,0.05810115
0.4133824,Nullreference,0.0553003
0.4213145,Nullreference,0.05226253
0.4323711,Nullreference,0.04878627
0.4433724,Nullreference,0.04656814
0.454863,Nullreference,0.04601096
0.4658536,Nullreference,0.04789061
0.4766003,Nullreference,0.04463284
0.4877042,Nullreference,0.04853515
0.4988174,Nullreference,0.04823992
0.5099027,Nullreference,0.04569301
0.5212371,Nullreference,0.04471354
0.5322858,Nullreference,0.04742149
0.5432112,Nullreference,0.05549083
0.5544179,Nullreference,0.05182999
0.565411,Nullreference,0.04524197
0.576728,Nullreference,0.02194137
0.5876706,Nullreference,0.01365828
0.598788,Nullreference,0.01972165
0.610092,Nullreference,0.01844422
0.6210102,Nullreference,0.02017793
0.6320841,Nullreference,0.01108962
0.6432883,Nullreference,0.01376648
0.6544207,Nullreference,0.02673861
0.66553,Nullreference,0.0431833
0.6767499,Nullreference,0.05388325
0.6875982,Nullreference,0.06316464
0.6986633,Nullreference,0.0607201
0.709862,Nullreference,0.06086023
0.7209648,Nullreference,0.054291
0.7319711,Nullreference,0.05896801
0.7430975,Nullreference,0.06282858
0.7542342,Nullreference,0.06387153
0.7653669,Nullreference,0.05944721
0.7765833,Nullreference,0.05891987
0.78749,Nullreference,0.0500093
0.7990848,Nullreference,0.04815498
0.8097849,Nullreference,0.04238198
0.8210443,Nullreference,0.03987223
0.8322,Nullreference,0.03005876
0.8431091,Nullreference,0.02175679
0.8542627,Nullreference,0.01313754
0.8662388,Nullreference,0.01330718
0.8763483,Nullreference,0.008512629
0.8875188,Nullreference,0.01795842
0.8987465,Nullreference,0.01836362
0.9097332,Nullreference,0.02393468
0.9209305,Nullreference,0.02242504
0.9319488,Nullreference,0.01960679
0.9430917,Nullreference,0.02526637
0.9542238,Nullreference,0.0309367
0.9653341,Nullreference,0.03453023
0.9765012,Nullreference,0.03742088
0.9875499,Nullreference,0.0376162
0.9986724,Nullreference,0.04071792
1.009785,Nullreference,0.0387787
1.021236,Nullreference,0.0445198
1.033502,Nullreference,0.04042771
1.045918,Nullreference,0.05602681
1.058468,Nullreference,0.06509202
1.069347,Nullreference,0.06347489
1.081407,Nullreference,0.06283531
1.092521,Nullreference,0.05581881
1.103804,Nullreference,0.05348091
1.114987,Nullreference,0.04809102
1.126332,Nullreference,0.05326879
1.137205,Nullreference,0.05068554
1.148272,Nullreference,0.05287702
1.159068,Nullreference,0.05787281
1.170258,Nullreference,0.05442775
1.181569,Nullreference,0.05669402
1.192544,Nullreference,0.06002998
1.20356,Nullreference,0.06065219
1.214813,Nullreference,0.06452553
1.226214,Nullreference,0.06943124
1.236853,Nullreference,0.0726897
1.248052,Nullreference,0.07096807
1.259096,Nullreference,0.06716163
1.270177,Nullreference,0.05608875
1.281414,Nullreference,0.05873558
1.292562,Nullreference,0.06048793
1.303604,Nullreference,0.06442803
1.315088,Nullreference,0.07441226
1.325704,Nullreference,0.08031399
1.336792,Nullreference,0.07910042
1.347995,Nullreference,0.086251
1.359075,Nullreference,0.08767174
1.370586,Nullreference,0.09053172
1.381348,Nullreference,0.08591783
1.392433,Nullreference,0.07945092
1.4034,Nullreference,0.07345024
1.414623,Nullreference,0.07682265
1.425946,Nullreference,0.07724229
1.437397,Nullreference,0.07187793
1.44792,Nullreference,0.06927466
1.459284,Nullreference,0.06244816
1.470203,Nullreference,0.05912868
1.481298,Nullreference,0.05658357
1.492424,Nullreference,0.0587418
1.503553,Nullreference,0.06185052
1.514829,Nullreference,0.05985187
1.525931,Nullreference,0.06786507
1.536802,Nullreference,0.06985965
1.548253,Nullreference,0.06614013
1.559589,Nullreference,0.0633499
1.570101,Nullreference,0.06334303
1.581569,Nullreference,0.05687955
1.592313,Nullreference,0.05139424
1.603527,Nullreference,0.05065653
1.614807,Nullreference,0.05240513
1.625676,Nullreference,0.05055897
1.636901,Nullreference,0.05616991
1.648011,Nullreference,0.05402553
1.658933,Nullreference,0.04634892
1.670113,Nullreference,0.05111915
1.681228,Nullreference,0.05033005
1.692192,Nullreference,0.05096594
1.703377,Nullreference,0.05206177
1.714614,Nullreference,0.05482006
1.725565,Nullreference,0.054568
1.736687,Nullreference,0.04847674
1.747729,Nullreference,0.04536686
1.759017,Nullreference,0.04197397
1.77026,Nullreference,0.04598993
1.781617,Nullreference,0.04738729
1.792484,Nullreference,0.04962929
1.803354,Nullreference,0.04886217
1.814651,Nullreference,0.04483562
1.825505,Nullreference,0.0455147
1.83675,Nullreference,0.04876222
1.847669,Nullreference,0.04834441
1.858742,Nullreference,0.04383408
1.869925,Nullreference,0.04501214
1.881097,Nullreference,0.04726148
1.892319,Nullreference,0.04873896
1.903665,Nullreference,0.04914032
1.914631,Nullreference,0.04710775
1.925677,Nullreference,0.04987803
1.936588,Nullreference,0.04682786
1.947967,Nullreference,0.04620324
1.958773,Nullreference,0.05127883
