50.99216,Camera Rig (1)
55.8685,Camera Rig (2)
59.57668,Camera Rig (3)
63.16401,Camera Rig (4)
67.04018,Camera Rig (3)
69.99685,Camera Rig (5)
72.65154,Camera Rig (3)
76.70632,Camera Rig (6)
80.53674,Camera Rig (3)
86.8233,Camera Rig (7)
88.86665,Camera Rig (3)
91.66561,Camera Rig (8)
95.49703,Camera Rig (3)
97.28519,Camera Rig (8)
98.87168,Camera Rig (3)
100.8297,Camera Rig (2)
104.6273,Camera Rig (3)
112.0335,Camera Rig (5)
114.8324,Camera Rig (3)
118.6203,Camera Rig (2)
121.0407,Camera Rig (3)
124.8289,Camera Rig (2)
127.7458,Camera Rig (3)
129.537,Camera Rig (8)
136.367,Camera Rig (3)
138.4996,Camera Rig (8)
142.2865,Camera Rig (3)
145.4966,Camera Rig (8)
149.2502,Camera Rig (3)
151.4594,Camera Rig (9)
155.5361,Camera Rig (3)
162.5792,Camera Rig (7)
167.7084,Camera Rig (10)
170.0081,Camera Rig (7)
173.8492,Camera Rig (10)
177.2935,Camera Rig (7)
181.1245,Camera Rig (10)
184.1569,Camera Rig (7)
188.0323,Camera Rig (10)
190.0434,Camera Rig (7)
193.8408,Camera Rig (10)
195.9076,Camera Rig (11)
197.8389,Camera Rig (10)
199.5459,Camera Rig (11)
203.4143,Camera Rig (10)
206.9571,Camera Rig (12)
213.0319,Camera Rig (10)
218.7853,Camera Rig (11)
221.9499,Camera Rig (10 bis)
237.688,Camera Rig (11 bis)
238.6203,Camera Rig (10 bis)
240.2756,Camera Rig (11 bis)
242.0743,Camera Rig (13)
257.834,Camera Rig (14)
260.5335,Camera Rig (13)
270.6627,Camera Rig (15)
273.2047,Camera Rig (13)
280.5464,Camera Rig (14)
284.3777,Camera Rig (16)
287.4215,Camera Rig (15)
289.1643,Camera Rig (16)
317.4639,Camera Rig (14)
320.9139,Camera Rig (17)
323.0034,Camera Rig (18)
324.8361,Camera Rig (17)
329.0007,Camera Rig (18)
330.8334,Camera Rig (17)
334.1318,Camera Rig (18)
336.8758,Camera Rig (17)
338.6191,Camera Rig (19)
342.5732,Camera Rig (20)
345.6383,Camera Rig (21)
349.8582,Camera Rig (20)
351.9366,Camera Rig (21)
353.6568,Camera Rig (20)
357.3554,Camera Rig (21)
358.8542,Camera Rig (20)
358.9996,Camera Rig (2)
359.9645,Camera Rig (22)
361.0197,Camera Rig (23)
366.6393,Camera Rig (24)
369.0496,Camera Rig (23)
371.6575,Camera Rig (25)
374.114,Camera Rig (23)
376.8905,Camera Rig (25)
384.6317,Camera Rig (26)
392.7724,Camera Rig (24)
395.6824,Camera Rig (27)
404.5231,Camera Rig (28)
409.3678,Camera Rig (29)
410.9087,Camera Rig (28)
413.4741,Camera Rig (30)
416.784,Camera Rig (31)
419.9679,Camera Rig (32)
421.9931,Camera Rig (33)
432.2992,Camera Rig (34)
435.4208,Camera Rig (33)
451.224,Camera Rig (34)
456.2543,Camera Rig (33)
459.4657,Camera Rig (34)
464.1181,Camera Rig (33)
471.5488,Camera Rig (35)
476.2011,Camera Rig (36)
480.2,Camera Rig (35)
484.6524,Camera Rig (37)
487.9398,Camera Rig (38)
491.2382,Camera Rig (39)
492.6708,Camera Rig (38)
494.5048,Camera Rig (40)
496.247,Camera Rig (41)
498.136,Camera Rig (40)
500.0341,Camera Rig (41)
501.6577,Camera Rig (40)
502.1554,Camera Rig (41)
502.7894,Camera Rig (42)
503.1326,Camera Rig (43)
504.0207,Camera Rig (44)
506.1862,Camera Rig (45)
507.6973,Camera Rig (46)
508.0861,Camera Rig (47)
510.307,Camera Rig (48)
516.8041,Camera Rig (49)
518.2105,Camera Rig (50)
521.4249,Camera Rig (51)
529.621,Camera Rig (52)
531.2535,Camera Rig (53)
542.6688,Camera Rig (52)
546.1723,Camera Rig (54)
